public_reference,mileage,standard_colour,standard_make,standard_model,vehicle_condition,year_of_registration,price,body_type,crossover_car_and_van,fuel_type
CJ02UKE3,239009,Red,Kia,Optima,Used,2010,21985,Coupe,False,Diesel
Q88577GL,77708,Grey,Toyota,Corolla,Used,2003,30970,SUV,True,Electric
W1LX936J,225660,Black,Hyundai,Sonata,New,2022,39201,Convertible,True,Hybrid
87RZHTAI,207679,Black,Nissan,Rogue,Used,2006,20885,Truck,False,Electric
LW8OT02J,196787,Silver,BMW,5 Series,Used,2002,21363,Convertible,True,Diesel
JO96GB0E,114456,Grey,Chevrolet,Malibu,Certified Used,2018,38617,Coupe,False,Hybrid
AAZEGN0P,133876,Yellow,BMW,3 Series,Used,2002,26529,Truck,False,Electric
5B8L6W73,142553,Yellow,Toyota,Camry,Used,2004,26641,Coupe,False,Electric
WYU4LTE8,179563,Green,Volkswagen,Passat,Used,2001,23541,SUV,True,Hybrid
ZVF3YHIJ,173457,Brown,BMW,X5,Used,2002,25490,Truck,False,Diesel
PMJWWHLS,10236,Green,BMW,X5,Certified Used,2015,46290,Convertible,False,Petrol
JO2CM81O,201277,White,BMW,X5,Used,2017,28703,Hatchback,True,Petrol
B127T9WB,151948,Blue,Volkswagen,Passat,New,2000,35741,Hatchback,False,Electric
L2X5BIYP,98996,Grey,Volkswagen,Golf,New,2006,42281,Hatchback,False,Electric
7GG1LO2V,126496,Black,Ford,Focus,Used,2019,33408,Convertible,False,Diesel
P3MRXY6S,83828,Grey,Chevrolet,Malibu,Certified Used,2002,36066,Sedan,True,Hybrid
1BOYYIQL,110978,Orange,Audi,A4,Certified Used,2005,34486,Truck,False,Diesel
HW0D0G12,215612,Red,Ford,Escape,Used,2018,25816,Coupe,True,Hybrid
UWDZMNZZ,49134,Orange,Hyundai,Tucson,New,2015,51033,Convertible,True,Electric
4EGESEPL,104013,Brown,Ford,F-150,New,2011,43656,Truck,True,Electric
OJIYIXTY,121550,White,Toyota,Corolla,New,2019,49313,Truck,True,Hybrid
SED43AEO,153585,Red,Chevrolet,Equinox,Certified Used,2022,39855,Sedan,False,Electric
HNFD88GE,46474,Yellow,Hyundai,Elantra,Certified Used,2019,47440,Hatchback,True,Electric
5B5TO939,143431,Yellow,Ford,F-150,New,2002,36791,Hatchback,False,Petrol
USID9RDG,187460,Orange,Audi,Q5,New,2023,41265,Sedan,True,Diesel
MUEED61A,170050,Red,Audi,A4,New,2010,36792,Sedan,False,Petrol
9XBPBRPK,42502,Red,Hyundai,Tucson,Used,2008,36028,Hatchback,False,Hybrid
JHI6KVJ9,59923,White,Volkswagen,Passat,Used,2012,33213,Convertible,True,Diesel
KM99KL2I,203889,Brown,BMW,3 Series,Used,2024,27679,Coupe,True,Petrol
TY2Y6L7J,11055,Brown,Hyundai,Elantra,Certified Used,2012,44732,Hatchback,False,Diesel
NWCUJ6TU,126202,Red,Chevrolet,Malibu,New,2021,46861,Convertible,False,Electric
7K0CGC98,161051,Black,Ford,Escape,Used,2024,32001,Convertible,True,Diesel
G4AZO3C7,182336,White,Ford,F-150,Used,2019,30840,Sedan,False,Diesel
O1CTVITD,34218,Green,Toyota,RAV4,Certified Used,2004,40374,Hatchback,True,Petrol
4B041JNB,34100,Grey,Toyota,Corolla,Certified Used,2014,45267,Coupe,False,Electric
598QKO28,92763,Red,Volkswagen,Passat,Used,2015,32394,Sedan,True,Hybrid
O42PPQYD,70757,Yellow,Honda,Civic,Used,2021,35530,Convertible,False,Electric
VYXRW75B,197054,Brown,Nissan,Sentra,Used,2019,28135,Hatchback,True,Electric
QIYOI6UR,28936,Brown,Nissan,Rogue,New,2000,46415,SUV,False,Petrol
CM0VHKWL,231479,Green,Volkswagen,Tiguan,New,2022,36862,Convertible,False,Diesel
PZI7FEIY,94369,Red,Ford,F-150,Certified Used,2019,43998,Sedan,False,Hybrid
9L9FGA4H,241941,Grey,Chevrolet,Malibu,New,2012,29949,Convertible,False,Hybrid
FJBIH7R5,136813,Brown,Hyundai,Tucson,Certified Used,2013,36417,Hatchback,True,Hybrid
OYNS316X,149424,Black,Toyota,Camry,Used,2015,31210,SUV,True,Diesel
B9ICMBWY,164433,Red,Audi,Q5,New,2019,41471,Truck,False,Diesel
5NYJXAFJ,245704,Yellow,Ford,Escape,Certified Used,2000,21734,SUV,True,Electric
DK97Q6SQ,39463,Red,Honda,Civic,Certified Used,2024,51279,Hatchback,True,Diesel
FH06R1E5,209633,Yellow,Nissan,Altima,New,2015,34855,Sedan,False,Petrol
V3N7GOHG,71,Blue,Kia,Sportage,Used,2012,39839,SUV,False,Petrol
XNJNHEZG,170361,Orange,Chevrolet,Equinox,New,2023,43706,Sedan,False,Hybrid
YGDAKRP7,92741,Black,Nissan,Altima,Used,2022,37689,Coupe,True,Electric
VYWYJBZY,107550,Red,Nissan,Altima,New,2020,50633,SUV,True,Electric
VY20XQWM,227977,Yellow,Honda,Accord,New,2003,29210,Truck,True,Petrol
K3YVD33Y,91293,Green,BMW,X5,Used,2011,33025,Convertible,True,Hybrid
6P1OUCBY,63870,White,Nissan,Altima,New,2011,50007,Coupe,False,Diesel
W1SWKT0C,75868,Silver,Volkswagen,Passat,New,2012,48406,Convertible,False,Electric
ERKERSCR,244762,White,Honda,Civic,Used,2019,22963,Sedan,True,Diesel
955SZVLD,61695,Grey,Kia,Sorento,New,2007,48162,SUV,False,Electric
8G314WZ5,208437,Red,Kia,Sportage,New,2003,29087,Sedan,False,Electric
GXEFFJ21,9696,Red,Honda,Civic,Certified Used,2010,46163,Truck,False,Diesel
BL3WBPX1,15784,Brown,Hyundai,Elantra,Certified Used,2011,46131,Convertible,True,Hybrid
AWDIPYWX,244289,Brown,BMW,5 Series,Certified Used,2009,26220,Sedan,True,Hybrid
MCSO2AQG,65862,White,Kia,Sportage,Used,2004,33517,Truck,True,Diesel
T5X2FQHO,60223,Brown,Volkswagen,Golf,New,2001,43025,Sedan,False,Hybrid
V2A6EKQV,69139,Grey,Chevrolet,Malibu,Used,2024,37343,Coupe,True,Electric
II1UZJMH,148717,Yellow,Chevrolet,Silverado,Certified Used,2008,34839,Hatchback,False,Petrol
PX6TXQ9Y,66682,Red,BMW,5 Series,Used,2019,37681,Sedan,True,Petrol
G57UIC89,69569,Yellow,Ford,Focus,Certified Used,2024,46158,Sedan,True,Petrol
HSOT3P73,214803,Green,Volkswagen,Tiguan,Certified Used,2019,32130,SUV,True,Diesel
9X6SX275,146981,Blue,Toyota,Corolla,New,2015,40918,Sedan,False,Petrol
ZI2BCKP8,184290,Grey,Toyota,Camry,Used,2014,28788,Convertible,True,Electric
4LEKA4T9,170327,Grey,Chevrolet,Silverado,New,2010,37245,Convertible,True,Petrol
004XYV1S,110186,Brown,Toyota,Corolla,Used,2008,31500,Coupe,False,Hybrid
578PZ4Y7,76479,Blue,Audi,A6,Used,2020,35912,Sedan,True,Hybrid
01Z4L715,81626,Blue,Hyundai,Sonata,New,2024,53377,Coupe,False,Hybrid
RW16H3XF,74675,Brown,Honda,CR-V,Used,2004,30694,Coupe,True,Diesel
MCZQ47DE,130385,Silver,BMW,X5,New,2010,42931,Truck,True,Electric
8CXYPK5Y,63965,Red,Hyundai,Sonata,Used,2024,39132,Hatchback,True,Hybrid
4KBOHNVU,53231,White,Toyota,Corolla,New,2020,53167,SUV,True,Diesel
V885QTMF,114307,Red,Hyundai,Elantra,New,2021,47766,Convertible,False,Hybrid
PA4YI85X,25382,Brown,BMW,X5,Used,2009,37509,Coupe,False,Petrol
5ZUJJ1K5,240654,Green,Kia,Optima,Certified Used,2022,30825,Convertible,False,Petrol
PDIR7908,232089,Silver,Nissan,Altima,Certified Used,2024,33802,Convertible,True,Hybrid
45D7IE42,185183,Yellow,Hyundai,Tucson,Used,2014,28158,Convertible,True,Petrol
BFIN6KF6,174040,Orange,Toyota,Camry,New,2006,34731,Sedan,True,Petrol
SNHSTL4T,4250,Black,Kia,Sorento,Certified Used,2010,46383,SUV,False,Electric
6UIY7RYN,55243,Yellow,Kia,Optima,Used,2009,32726,Sedan,True,Petrol
LEWO31Q9,82656,Grey,Nissan,Altima,Certified Used,2014,43067,Coupe,True,Hybrid
X9FG5D1S,66938,Brown,Nissan,Sentra,New,2000,42484,Sedan,True,Petrol
XEI82KFJ,107185,White,Hyundai,Elantra,New,2004,39754,Sedan,True,Diesel
JQDMYLB2,197988,Silver,Honda,Civic,Certified Used,2011,28963,Coupe,True,Petrol
01Q0RJOR,107675,Black,Chevrolet,Equinox,Used,2018,33683,SUV,False,Diesel
B67EX789,172086,Silver,Hyundai,Sonata,Used,2003,22701,Sedan,True,Diesel
OXCUKE0J,206345,Red,Kia,Sportage,Used,2009,25062,Hatchback,False,Electric
5KSY1WIO,93659,Green,Audi,Q5,Used,2015,33252,Coupe,True,Petrol
ODVWACIS,77398,Black,Hyundai,Tucson,Certified Used,2004,37488,Hatchback,True,Petrol
OVAGIRAQ,81292,Silver,Chevrolet,Silverado,New,2016,47907,Sedan,False,Electric
UG02L06A,105195,Black,Honda,Accord,Used,2014,33674,SUV,True,Diesel
79NYRYG4,96834,Blue,Honda,CR-V,Used,2003,28641,Truck,False,Hybrid
TEOBNDSQ,168776,Blue,Hyundai,Tucson,Certified Used,2016,35234,Hatchback,True,Hybrid
DV3SN9KO,112915,Green,Honda,Civic,Certified Used,2008,36926,SUV,True,Petrol
N8Z5NKCH,203080,Green,Chevrolet,Malibu,Certified Used,2005,27110,Convertible,True,Hybrid
SJVAOXPL,184577,Grey,Hyundai,Tucson,New,2017,40091,Hatchback,True,Electric
3AX8YPC6,226115,Blue,Hyundai,Elantra,New,2002,30053,Coupe,False,Electric
YV6MWJUO,212040,Black,Volkswagen,Tiguan,Certified Used,2005,25349,Coupe,False,Diesel
XVF4169V,128443,Black,Audi,Q5,New,2007,39844,Coupe,True,Electric
I3NCAAOE,240934,Silver,Volkswagen,Passat,Certified Used,2007,24647,Hatchback,False,Petrol
E9OV6SOG,120227,Blue,Hyundai,Sonata,Used,2023,33862,Hatchback,False,Hybrid
4Y5VTATT,106230,Blue,Volkswagen,Passat,Certified Used,2008,38286,Hatchback,True,Diesel
DVX604GR,119240,Blue,BMW,5 Series,Used,2022,32704,Truck,True,Hybrid
UMWAHXUR,17654,Red,Audi,A4,Certified Used,2008,44613,SUV,True,Hybrid
L0XHUGM0,42758,Red,Kia,Optima,Used,2023,40093,Hatchback,False,Hybrid
P95QN104,60728,White,Volkswagen,Tiguan,Used,2007,32917,Sedan,False,Petrol
9YKRMLIL,171374,Green,Kia,Optima,Certified Used,2004,29339,Truck,True,Diesel
9W4H1T42,134977,Brown,BMW,5 Series,Certified Used,2002,31514,SUV,True,Petrol
72POS15S,59610,Yellow,Toyota,RAV4,New,2019,54108,Convertible,False,Petrol
728HQO52,122058,Yellow,Kia,Sorento,Used,2004,28392,Coupe,True,Petrol
WLL69SXI,242500,Silver,Nissan,Rogue,Certified Used,2002,21485,Coupe,True,Hybrid
P1HDB6IY,14666,Silver,Hyundai,Tucson,New,2020,59466,Hatchback,True,Electric
S65V2VZG,86907,Red,Honda,CR-V,Used,2011,34401,Convertible,False,Hybrid
4CVGS06Y,171053,Brown,Toyota,Corolla,New,2002,34874,SUV,True,Diesel
19ZUSMYQ,54954,Green,Chevrolet,Malibu,New,2013,49966,Hatchback,False,Petrol
Z6CPYHS0,16905,Silver,Volkswagen,Passat,Used,2012,37425,Sedan,False,Electric
1WAROPLR,29464,Orange,Audi,Q5,Used,2011,38412,Truck,False,Hybrid
GZRB375M,37281,Green,Ford,Escape,Certified Used,2020,48122,Truck,True,Petrol
0NP4ZUJP,107784,Black,Kia,Sportage,Certified Used,2015,40001,Hatchback,False,Petrol
BTVKIVLW,197018,White,Ford,Escape,Certified Used,2008,27544,Coupe,True,Diesel
XPNZBUN5,134346,White,Kia,Sportage,New,2002,36185,SUV,True,Diesel
JF2J0TSL,41328,Green,Kia,Sportage,Used,2024,39863,Convertible,True,Electric
PISYEG5L,43246,Blue,Volkswagen,Tiguan,New,2010,52591,SUV,True,Petrol
Y14CNKAK,110565,Green,Kia,Sorento,Used,2007,29329,Hatchback,True,Petrol
RWP0BMF0,75141,Yellow,Kia,Optima,New,2010,46110,SUV,False,Diesel
60HLN1ZO,231135,White,Volkswagen,Passat,Used,2001,17811,Coupe,True,Electric
IB9CBE8J,63459,Orange,Chevrolet,Equinox,Certified Used,2017,43109,Coupe,False,Electric
ICH1S0OO,93149,Orange,Kia,Optima,New,2005,43373,SUV,False,Petrol
RE35E9BS,48356,Red,Honda,CR-V,Used,2014,36669,Convertible,True,Electric
RSVY4W23,30651,Yellow,Volkswagen,Tiguan,New,2010,51827,Coupe,True,Hybrid
LTQP9Z9J,244963,Silver,Honda,Accord,Certified Used,2004,23743,Convertible,True,Electric
J6MJYAOO,96415,Grey,Nissan,Altima,Used,2005,31017,Truck,False,Diesel
JSEMCX0Y,34782,Red,Audi,Q5,Certified Used,2017,44928,Convertible,True,Diesel
12VKBPYE,46677,Black,Honda,Accord,Used,2020,40396,Sedan,True,Electric
RQDQE0M7,203916,Blue,Nissan,Sentra,New,2015,37638,SUV,True,Petrol
802PR4JD,127380,Blue,BMW,5 Series,Certified Used,2002,33149,Hatchback,True,Electric
1ZOBPNJX,134853,White,Hyundai,Tucson,Used,2022,32820,Convertible,True,Diesel
2PBNXYL6,69711,Red,BMW,X5,Used,2012,33276,Convertible,True,Petrol
U1JLA5SO,16392,Green,Chevrolet,Malibu,New,2024,61758,Convertible,False,Hybrid
WSJMSI9K,192322,Yellow,Audi,A4,Certified Used,2014,32123,Convertible,True,Hybrid
GDVNMN9S,122681,Yellow,Volkswagen,Tiguan,New,2001,40076,Convertible,True,Petrol
2YSV5FHW,51170,White,BMW,X5,New,2013,49658,SUV,False,Diesel
6HR71XLP,76172,Yellow,Audi,A4,Used,2009,31488,Truck,False,Petrol
MYRB9NDP,185008,Brown,Hyundai,Elantra,Used,2023,29818,Convertible,False,Electric
H7GACIIL,133927,Orange,Toyota,Camry,New,2008,41419,Sedan,True,Petrol
0IBC57XK,245717,Blue,Honda,CR-V,New,2021,37766,SUV,True,Electric
JYJ20SZS,172818,Grey,Volkswagen,Tiguan,New,2012,38634,Hatchback,False,Electric
P0RJCMAO,245179,Brown,Nissan,Altima,Used,2012,23580,Convertible,False,Petrol
IHRHP2KK,46596,Red,Audi,A4,Used,2024,38341,Truck,False,Diesel
ZMVZYMGM,151024,Brown,Ford,Escape,New,2017,43912,Coupe,False,Diesel
BD91LQT4,171570,White,Hyundai,Sonata,Used,2016,29530,Sedan,True,Diesel
IOL5IYOM,69015,Black,Nissan,Rogue,New,2010,47329,Sedan,True,Hybrid
FBNRR2A9,238934,Yellow,Nissan,Rogue,Used,2013,23262,Hatchback,False,Hybrid
949NACEN,240760,White,BMW,5 Series,New,2017,36389,Convertible,True,Electric
KMFS5YPX,83409,Black,Audi,Q5,New,2013,49180,Sedan,True,Electric
PVI529VF,192911,Grey,Ford,Escape,New,2013,37048,SUV,False,Diesel
P8SEXTL2,53042,Orange,BMW,5 Series,New,2017,53161,Sedan,False,Diesel
7XQQZORD,74305,Brown,BMW,3 Series,Certified Used,2024,47341,Sedan,False,Hybrid
BSE90ACE,60203,Yellow,Audi,Q5,Certified Used,2011,43185,Coupe,False,Petrol
6Q72UXV1,62980,White,Hyundai,Tucson,New,2024,56975,Convertible,True,Diesel
48TM0QQ2,60606,Yellow,Toyota,RAV4,Certified Used,2018,45387,Truck,True,Electric
V2YJ4RQF,119625,Brown,Chevrolet,Malibu,New,2002,37736,Hatchback,False,Petrol
DP2FFR0R,229769,Grey,BMW,5 Series,Used,2020,26132,Truck,False,Hybrid
SBFL32JG,172205,White,Volkswagen,Passat,New,2000,34257,Hatchback,False,Hybrid
5Y8EBSNH,69935,Silver,Toyota,RAV4,Certified Used,2024,46269,SUV,False,Petrol
PDSGYH63,218902,Orange,Hyundai,Tucson,Used,2011,21780,Hatchback,True,Petrol
CQDTF2IZ,63374,Black,Volkswagen,Tiguan,New,2002,44690,Convertible,True,Petrol
34GVBUSI,102489,Black,Nissan,Rogue,Certified Used,2012,39267,Hatchback,False,Hybrid
15DDT80T,73957,Grey,Chevrolet,Equinox,Used,2002,32202,SUV,True,Electric
IYJADMQH,238572,Yellow,Audi,A4,Certified Used,2006,25129,Sedan,True,Petrol
LGGBRQF0,209416,White,Nissan,Altima,Used,2019,26061,Convertible,False,Hybrid
64TEE7CX,48628,Yellow,Kia,Sorento,New,2007,49535,Truck,True,Hybrid
ZOWR4028,239355,Green,Nissan,Rogue,Certified Used,2010,27389,Hatchback,False,Petrol
QIQWTKYF,56107,Yellow,Volkswagen,Golf,Used,2021,38719,SUV,False,Hybrid
7YZYJHJ9,32989,Silver,Chevrolet,Malibu,New,2024,59374,Truck,False,Hybrid
5Z1Y2MMK,82864,Grey,Honda,Accord,Certified Used,2000,37393,Sedan,True,Hybrid
UIE6WTME,21664,Blue,Kia,Sorento,Used,2001,33356,Convertible,True,Hybrid
50MOG8JK,84309,Blue,Ford,Escape,Certified Used,2021,44285,SUV,False,Petrol
I5TTRF1X,206557,Grey,Toyota,Corolla,Used,2013,26119,Convertible,True,Hybrid
6MKF8J1G,232293,Blue,Audi,A4,Certified Used,2016,28713,SUV,True,Hybrid
MM99HDP4,59729,Green,Chevrolet,Equinox,Certified Used,2016,42782,Truck,True,Petrol
106G1S1E,76292,Red,Kia,Optima,New,2002,42869,Truck,True,Petrol
B0GD5HKW,80203,White,Toyota,RAV4,Certified Used,2010,41502,Truck,False,Diesel
I3AQTQ6A,231445,Blue,Volkswagen,Passat,Used,2006,21775,Sedan,True,Petrol
BXWX48U2,163154,Blue,Nissan,Sentra,Used,2021,30254,Truck,False,Petrol
8113808J,188605,Orange,Kia,Sorento,New,2006,34878,Convertible,False,Hybrid
67G0YLT2,65732,Orange,Toyota,Corolla,New,2011,48853,SUV,True,Hybrid
S0NSTC5F,13095,Black,Hyundai,Elantra,Certified Used,2018,47102,Hatchback,True,Diesel
NVNFAY26,143850,Blue,Volkswagen,Golf,Certified Used,2009,33306,Coupe,False,Electric
07JFEKUU,125704,Red,Hyundai,Elantra,Certified Used,2010,38038,Sedan,True,Petrol
9XELLML6,146030,Red,Hyundai,Sonata,New,2012,41326,Truck,True,Electric
TZ9QJVOR,215820,Red,Honda,Civic,Used,2000,20771,SUV,True,Hybrid
04SDGQCB,27060,Black,Volkswagen,Golf,Used,2010,38518,Coupe,False,Hybrid
YPYF6QZK,39029,Blue,Chevrolet,Silverado,Used,2023,41631,Coupe,False,Electric
VMJN1HPW,49045,Brown,Hyundai,Elantra,New,2024,57365,Truck,True,Hybrid
4YAGYAI1,49368,White,Toyota,Corolla,New,2017,52179,Convertible,False,Diesel
XRRA2U6T,68853,Grey,Honda,Accord,New,2014,48613,Hatchback,True,Petrol
DPYR0YXQ,206932,Green,Audi,Q5,Used,2008,22317,Truck,False,Electric
YWBTF1C4,245641,Silver,Audi,A4,Used,2022,26541,SUV,False,Hybrid
5QABELJM,186929,Yellow,Nissan,Sentra,Certified Used,2020,34525,Convertible,False,Electric
7ZULR4T8,197103,Red,Toyota,RAV4,Certified Used,2003,25695,Convertible,True,Electric
RVMJUEFQ,152822,Orange,Volkswagen,Golf,New,2001,35942,Coupe,False,Electric
5C78XLUZ,226373,Green,Honda,Accord,Certified Used,2018,28950,Coupe,True,Diesel
VUZ98VSR,58542,Yellow,BMW,3 Series,New,2019,53807,Convertible,False,Hybrid
390RU3B9,201701,Yellow,Kia,Optima,Used,2006,22375,Sedan,False,Electric
MH97NEEP,112034,Black,Toyota,Camry,Used,2006,29978,Truck,True,Hybrid
4MQHQ358,190187,Red,Audi,A4,New,2008,36494,Truck,False,Hybrid
Z80M3O8O,207236,Brown,Chevrolet,Silverado,Used,2008,22531,SUV,False,Petrol
LRJVXEPS,245745,Grey,Volkswagen,Tiguan,Certified Used,2011,24822,Hatchback,True,Petrol
ZZ8BGT5R,42001,Red,Hyundai,Tucson,Used,2011,35677,Sedan,True,Petrol
CQ343JA4,772,Yellow,Chevrolet,Equinox,New,2017,58418,Convertible,True,Diesel
WR3KVUAA,155346,Black,Chevrolet,Silverado,New,2020,45504,SUV,False,Hybrid
C62NZ7ZA,31772,Grey,Hyundai,Elantra,Certified Used,2011,45373,Hatchback,True,Electric
WFCIHR83,131798,Blue,Ford,F-150,Certified Used,2007,34618,SUV,False,Electric
5372LNWM,165873,White,Toyota,RAV4,Used,2006,27280,Sedan,False,Electric
RU85HFTH,17720,Black,Volkswagen,Passat,Certified Used,2021,50610,Hatchback,False,Electric
X4PKOLHS,197243,Brown,BMW,3 Series,Used,2011,25864,Coupe,True,Petrol
6W9IJYIK,130803,Grey,Chevrolet,Equinox,Certified Used,2019,39419,Hatchback,True,Petrol
JDD5YD1P,136834,Orange,Volkswagen,Tiguan,New,2024,48139,Truck,True,Electric
59RZF6ZG,60435,Black,Honda,CR-V,New,2000,45560,Truck,False,Diesel
H66C1IVT,75941,Blue,Ford,F-150,Certified Used,2015,43833,Sedan,False,Diesel
7QCDAILS,36921,Red,Volkswagen,Golf,Certified Used,2022,47297,Hatchback,True,Electric
XT8AVSCE,237145,Blue,Volkswagen,Golf,Used,2014,23681,SUV,True,Petrol
ZARXY0W7,71243,Yellow,Ford,F-150,Used,2009,32780,Truck,True,Electric
C2AJYXP4,21794,Green,Volkswagen,Passat,Certified Used,2002,42920,Sedan,True,Petrol
AVH7LET1,47966,White,Nissan,Altima,Certified Used,2006,40922,SUV,True,Electric
EU9ECYC0,128918,Blue,Chevrolet,Equinox,Certified Used,2016,39040,Hatchback,False,Petrol
N23UXW52,167968,Black,Ford,Escape,Certified Used,2022,37832,Sedan,True,Petrol
HEB3C0GK,116897,Brown,Volkswagen,Tiguan,New,2021,48879,Coupe,True,Electric
OMJJEJLQ,13738,Blue,Nissan,Rogue,Certified Used,2023,50892,Sedan,False,Diesel
EQWH2X64,131754,Yellow,Nissan,Altima,Certified Used,2012,36524,Convertible,True,Electric
NWRCIDG6,228451,White,Honda,Accord,Used,2005,22556,Convertible,True,Diesel
8PJWD2ZT,178101,Blue,Honda,Civic,New,2007,34814,Coupe,False,Diesel
LHKHZTOO,164631,Black,Audi,Q5,Used,2015,28584,SUV,True,Electric
5ZS5MM9P,150026,Red,Ford,F-150,Certified Used,2013,36068,Hatchback,False,Electric
K9BYOZCQ,97222,Blue,Ford,Focus,Used,2011,32223,Hatchback,True,Electric
4OYV02MW,175565,Green,Honda,Accord,Used,2016,27884,Truck,False,Diesel
JF76DHV1,8871,Silver,BMW,5 Series,New,2020,59221,Coupe,True,Petrol
SVXKXLKR,191032,Yellow,BMW,3 Series,New,2024,41157,Hatchback,False,Diesel
VG29K47Y,29564,Yellow,Volkswagen,Tiguan,New,2014,53074,Convertible,False,Petrol
JMRSDNLC,114020,Green,Toyota,Corolla,Certified Used,2011,36272,Coupe,True,Electric
FKSVGO7W,207514,Orange,Audi,A4,New,2002,29102,Coupe,False,Hybrid
U1PS5161,149749,Silver,Audi,A4,Certified Used,2011,35899,SUV,True,Petrol
W0HYN7WI,140372,Green,Volkswagen,Passat,Certified Used,2019,37014,Truck,True,Electric
B8099LD9,89645,Orange,Nissan,Rogue,Used,2008,32893,Truck,True,Petrol
Z4R5G94L,90722,Red,Nissan,Altima,Certified Used,2020,44165,Sedan,True,Diesel
LZBQ9XX0,75611,Blue,Volkswagen,Tiguan,Used,2013,34705,Hatchback,False,Hybrid
WVTEA7A8,209631,Green,Hyundai,Sonata,New,2008,34327,Hatchback,True,Diesel
MKMPU6KE,235039,Green,Chevrolet,Silverado,Certified Used,2009,25507,Convertible,False,Hybrid
PD50NZI3,218143,Blue,Kia,Sorento,Certified Used,2012,27736,Coupe,True,Hybrid
65TW007W,49130,Green,Kia,Optima,Used,2016,38300,SUV,False,Hybrid
RKJ08HTB,122575,Blue,Nissan,Rogue,New,2004,39495,Hatchback,True,Petrol
JOF9J4W5,114271,Black,Volkswagen,Passat,Used,2020,33808,Sedan,False,Diesel
06GZN8RE,98384,Blue,Audi,A6,New,2021,49238,Sedan,True,Electric
3RTQBZS5,230903,Yellow,Nissan,Sentra,Used,2003,21109,Truck,True,Diesel
39R7BXWP,106196,Orange,Kia,Optima,Certified Used,2020,40938,Sedan,False,Diesel
P41DLBK9,109734,Brown,Honda,CR-V,Used,2017,34397,Truck,True,Electric
PUPC7WZI,102530,Green,Ford,F-150,Certified Used,2005,34230,Hatchback,True,Electric
78GGYF3E,171296,Black,Honda,Civic,Used,2013,29507,Sedan,True,Electric
84JZLV4L,119434,Yellow,Nissan,Rogue,New,2006,41922,Truck,True,Petrol
4HUWB2Y5,168823,Black,Hyundai,Sonata,Certified Used,2022,36320,Sedan,True,Petrol
ELI8KWZ6,66052,Yellow,Volkswagen,Golf,Certified Used,2017,44455,Hatchback,False,Petrol
LL89IEZM,220979,Blue,Kia,Optima,Used,2019,25413,Sedan,False,Petrol
SDJHDOR9,123622,Orange,Audi,Q5,Certified Used,2012,36659,Coupe,False,Electric
8YH2G2W4,32069,Silver,Ford,F-150,Certified Used,2007,41753,Coupe,True,Hybrid
YJRUEMV2,144478,Red,Honda,Accord,Certified Used,2015,36439,Sedan,True,Electric
R1X05VIV,102515,White,BMW,X5,Used,2019,34662,Hatchback,True,Hybrid
L7VBH3NM,113466,Grey,Chevrolet,Equinox,New,2020,46846,SUV,True,Petrol
4Z8Z7I66,149812,Blue,Nissan,Altima,New,2002,37708,Sedan,False,Petrol
VDYTJ19U,66565,Green,Audi,A4,New,2014,50313,Truck,True,Diesel
48ULUTJS,2352,Grey,Kia,Optima,Used,2007,35382,SUV,True,Electric
OBE11Z2C,75036,Red,Toyota,Corolla,Used,2002,31903,Hatchback,True,Diesel
TRV80L8K,13142,White,Nissan,Altima,New,2005,51334,Coupe,True,Hybrid
AIWJNYHS,114355,Silver,Honda,Accord,Certified Used,2005,36862,Hatchback,True,Petrol
LE7WFYFR,143832,Grey,Toyota,RAV4,Certified Used,2010,36334,Hatchback,False,Petrol
FLKL3ZS6,7304,Brown,Volkswagen,Golf,New,2023,59617,Sedan,True,Diesel
SXW1WVSU,29359,Brown,Chevrolet,Equinox,Certified Used,2022,50355,SUV,False,Hybrid
RNJZQMSY,195675,White,Honda,Accord,Used,2011,23434,SUV,True,Hybrid
376FIO2N,70355,Red,Honda,CR-V,New,2007,47302,SUV,True,Diesel
5IQKAVKI,81659,Grey,Hyundai,Elantra,Certified Used,2008,37822,Hatchback,False,Diesel
AGDRA4AE,185258,Orange,Nissan,Altima,New,2014,37803,Coupe,False,Hybrid
SUWUAN5G,7245,Blue,Volkswagen,Passat,Certified Used,2016,48988,Convertible,True,Diesel
L4E5IWC6,129483,Red,Hyundai,Tucson,Used,2015,31011,Hatchback,False,Hybrid
0JE2Z2DI,194621,Brown,Chevrolet,Malibu,Certified Used,2020,32493,Truck,True,Diesel
5DXU51VP,39163,Red,Ford,Focus,Used,2015,35520,Hatchback,True,Diesel
ANBJ6NLB,119541,Green,Toyota,Camry,Certified Used,2011,37291,Sedan,False,Petrol
5YS2JBER,29703,Grey,Toyota,Camry,New,2017,53774,SUV,True,Diesel
1J2HN6E6,59542,Silver,Audi,Q5,Used,2005,32899,Coupe,False,Diesel
25Z6I3MI,38612,Yellow,Ford,Focus,Used,2005,35345,Coupe,True,Petrol
1MMZOZDN,178971,Grey,Toyota,RAV4,New,2015,40956,Coupe,True,Diesel
ERDCGFVO,64637,Orange,Ford,Escape,Used,2002,31931,Hatchback,True,Hybrid
L6E0O1BN,122838,Yellow,Toyota,RAV4,Certified Used,2010,37671,Sedan,True,Diesel
P9AF0LLO,65892,Silver,Ford,Focus,Certified Used,2002,38706,Sedan,True,Hybrid
